"cod","desc_assunto","fk_cnj_assunto"
15048,"Superendividamento",1156
15051,"Reintegra",6089
15052,"Taxa de Fiscalização de Instalação",5957
15053,"Taxa de Fiscalização de Funcionamento",5957
15054,"Taxa de Fiscalização de Vigilância Sanitária",5957
15055,"Taxa de Serviço Administrativo - TSA",5957
15056,"Acordo de Não Persecução Penal",1209
15066,"Aplicação INPC/IPCA - Atualização FGTS",9985
12014,"Relacionado à Exportação de Bens Sensíveis e Serviços Diretamente Relacionados",9847
15070,"Duplicidade de Assentos de Nascimento",7725
15071,"Restauração de Registro de Nascimento",7725
15072,"Violência Institucional",3603
15073,"Violência Institucional",9847
15074,"Restauração de Registro Público",7724
15075,"Anulação do Registro de Casamento",7725
15076,"Cancelamento de Cláusulas de Inalienabilidade",7895
15077,"Cancelamento de Bem de Família",7895
15087,"Inventário Negativo",7673
15088,"Indignidade",7673
15089,"Partido Político - Órgão de Direção Zonal",11764
15091,"Mesário Não Convocado Pessoalmente",11583
15104,"Corte Interamericana de Direitos Humanos",6191
15105,"Sentenças da Corte Interamericana de Direitos Humanos",15104
15106,"Medidas Provisórias da Corte Interamericana de Direitos Humanos",15104
15107,"Caso Ximenes Lopes vs. Brasil",15105
15108,"Caso Nogueira de Carvalho e Outro vs. Brasil",15105
15109,"Caso Escher e Outros vs. Brasil",15105
15110,"Caso Garibaldi vs. Brasil",15105
15111,"Caso Gomes Lund e Outros Guerrilha do Araguaia vs. Brasil",15105
15112,"Caso Trabalhadores da Fazenda Brasil Verde vs. Brasil",15105
15113,"Caso Favela Nova Brasília vs. Brasil",15105
15114,"Caso Povo Indígena Xucuru e seus Membros vs. Brasil",15105
15115,"Caso Herzog e Outros vs. Brasil",15105
15116,"Caso dosas Empregadosas da Fábrica de Fogos de Santo Antônio de Jesus e seus Familiares vs. Brasil",15105
15117,"Caso Márcia Barbosa de Souza e Outros vs. Brasil",15105
15118,"Caso Neusa dos Santos Nascimento e Outra vs. Brasil",15105
15119,"Caso Airton Honorato vs. Brasil",15105
15120,"Caso Tavares Pereira e Outros vs. Brasil",15105
15121,"Caso Sales Pimenta vs. Brasil",15105
15122,"Caso do Complexo Penitenciário de Pedrinhas, Maranhão",15106
15123,"Caso do Complexo Penitenciário do Curado, Pernambuco",15106
15124,"Caso do Instituto Penal Plácido de Sá Carvalho, Rio de Janeiro",15106
15125,"Caso da Unidade de Internação Socioeducativa, Espírito Santo",15106
15126,"Religião",12543
15127,"Crimes de Preconceito",3603
15128,"Intolerância e/ou Injúria Racial; de Cor e/ou Etnia",15127
15129,"Intolerância Religiosa",15127
15130,"Intolerância e/ou Injúria por Procedência Nacional",15127
15131,"Intolerância por Orientação Sexual",15127
15132,"Intolerância por Identidade ou Expressão de Gênero",15127
15133,"Religião",12547
15134,"Análogos a Crimes de Preconceito",9847
15135,"Intolerância e/ou Injúria Racial; de Cor e/ou Etnia",15134
15136,"Intolerância Religiosa",15134
15137,"Intolerância e/ou Injúria por Procedência Nacional",15134
15138,"Intolerância por Orientação Sexual",15134
15139,"Intolerância por Identidade ou Expressão de Gênero",15134
15141,"Propaganda Política Irregular",11772
15142,"Propaganda Política Irregular - Violência contra a Mulher",11772
15143,"Violência contra a Mulher Candidata ou no Exercício do Mandato Eletivo",11482
15144,"Percentual de Candidaturas de Pessoas Negras",11684
15146,"Dissidência Partidária ou Federativa",11615
15147,"Crimes contra o Estado Democrático de Direito",287
15148,"Atentado à Soberania",15147
15149,"Atentado à Integridade Nacional",15147
15150,"Espionagem",15147
15151,"Abolição Violenta do Estado Democrático de Direito",15147
15152,"Golpe de Estado",15147
15153,"Interrupção do Processo Eleitoral",15147
15155,"Sabotagem",15147
15156,"Candidatura Coletiva",11615
15169,"Motivação Político Partidária Provimento CNJ 135/2022",287
15173,"Violência Doméstica e Familiar contra Criança e Adolescente",5626
15174,"Violência Doméstica e Familiar contra Criança e Adolescente",287
15175,"Violência Doméstica e Familiar contra Criança e Adolescente",9634
15176,"Violência Doméstica e Familiar contra Criança e Adolescente",9964
15177,"Homicídio Qualificado Contra Menor de 14 Anos Lei Henry Borel",3369
15178,"Homicídio Qualificado Contra Menor de 14 Anos Lei Henry Borel",9635
15179,"Crimes Previstos na Lei Henry Borel",3603
15180,"Descumprimento de Medida Protetiva Lei Henry Borel",15179
15181,"Previstos na Lei Henry Borel",9847
15182,"Descumprimento de Medida Protetiva Lei Henry Borel",15181
15184,"Direito de Acesso à Informação",9986
15189,"Morte Presumida",5754
15197,"Inspeção em Acolhimento Institucional",9633
15198,"Inspeção em Família Acolhedora",9633
15218,"Autorização para Interrupção de Gravidez Aborto",12480
15219,"Prestação de Contas",899
15220,"Registro Civil de Indígena Povos Originários",7725
15221,"Auxílio Brasil Lei 14.284/2021",12734
15222,"Revisão da Vida Toda Tema 1102 de Repercussão Geral",6119
13987,"Estabilidade do Representante da Empresa",13967
15236,"Assédio Eleitoral",11583
10101,"Taxa de Ocupação",10097
13988,"Gestante",13967
10556,"Exclusão - ICMS",6008
14057,"Intercorrente",14046
12948,"Anulação / Nulidade de Ato ou Negócio Jurídico ",12936
13162,"Estatuto Social da Empresa ",8868
1844,"CTPS",1654
2029,"FGTS mas em outro ramo na árvore da justiça do trabalho",1654
2704,"Terceirização / Tomador de Serviços",1937
13235,"Norma Coletiva ",13013
12954,"Ausência Injustificada de Testemunha ",12941
12591,"Assegurar Conhecimento de Informações Relativas à Pessoa do Impetrante",11702
9720,"Contra a Propriedade Intelectual",9634
13575,"Outras Licenças ",9487
11662,"Propaganda Política - Propaganda Eleitoral - Comício/Showmício",11652
14000,"Multa do Artigo  477 da CLT",13970
14001,"Saldo de Salário",13970
14002,"Contrato de Experiência",13994
14003,"Culpa Recíproca",13994
12025,"Crimes do Estatuto do Torcedor",3603
11057,"Penas restritivas de direitos",11052
11841,"Política Agrícola",9985
13243,"Parceria ",7628
9973,"Adoção Nacional",9964
12592,"Direito Líquido e Certo",11702
13040,"Sentença de Recusa da Homologação ",12934
11987,"Aborto",9635
9878,"Contra o Meio Ambiente",9847
13538,"Supressão / Limitação por Norma Coletiva ",1661
13673,"Rural",13641
13674,"Secretários",13641
13546,"Termo de Quitação Anual ",13275
12945,"Questões de Alta Complexidade, Grande Impacto e Repercussão ",864
9948,"Patrocínio infiel",9932
13711,"Contratação de Reabilitados e Pessoas com Deficiência Habilitadas",13707
13632,"Especial",13627
13833,"Adicional",13831
13844,"Descontos Salariais - Devolução",13831
13845,"Diárias",13831
11441,"Negativa ou Retardamento de Inscrição sem Fundamento Legal",11437
13956,"Extinção do Estabelecimento/Empresa",13949
13856,"Restituição/Indenização de Despesas",13831
14004,"Indenizado - Efeitos",13994
12048,"Prestação de Contas - De Exercício Financeiro",11747
14075,"Preparo",13292
13475,"Lista Suja ",1855
13428,"Extensão / Prorrogação ",13299
13364,"Bem Público ",13189
11692,"Contas",11684
2468,"Salário Por Safra",2458
4854,"Revisão do Saldo Devedor",4839
8823,"Saldo de Salário",2546
13666,"Músicos Profissionais",13641
13021,"Poder Normativo ",1695
5288,"Digitadores / Mecanógrafos / Datilógrafos",7644
11739,"Exceção",11733
5299,"Petroleiros",7644
5301,"Vigia e Vigilantes",7644
5356,"Grupo Econômico",1937
13671,"Radialistas",13641
8824,"Indenização do artigo 478 da CLT",2620
8938,"Formação, Suspensão e Extinção do Processo",8826
13013,"Negociação Coletiva Trabalhista ",1695
13069,"Assistentes Sociais ",7644
5996,"Anistia",5986
13672,"Relações Públicas",13641
13048,"Acordo e Convenção Coletivos de Trabalho ",13013
5832,"Exclusão de herdeiro ou legatário",7673
13274,"Quebra de Caixa ",2581
10787,"Pesquisa eleitoral",10768
1783,"Comissões e Percentuais",2581
6186,"Averbação/Cômputo do tempo de serviço militar",6181
13489,"Outras Garantias Oriundas de Normas da OIT ",13179
7671,"Adoção de Maior",10577
13121,"Contribuições Previdenciárias ",12987
6173,"Pedidos Genéricos Relativos aos Benefícios em Espécie",195
13675,"Serviços de Telefonia ou Telegrafia",13641
7689,"Assunção de Dívida",7688
7690,"Adimplemento e Extinção",7681
10119,"Gestão de Florestas Públicas",10110
10158,"FGTS/Fundo de Garantia por Tempo de Serviço",10157
10179,"Liquidação extrajudicial",10174
7899,"Bloqueio de Matrícula",7895
10794,"Nulidade da votação",10769
9535,"Incorporação",5724
7798,"Quanto à Carga",7783
10805,"Recondução",10800
10925,"Provas",4263
9607,"Contratos Bancários",9580
9646,"Privilegiada",9641
13678,"Petroleiros",13641
2493,"Tarefa ",2581
9681,"Extorsão indireta (art. 160)",9674
1904,"Despedida / Dispensa Imotivada",2620
10322,"Índice de 47,94% Lei 8.676/1993",10313
10325,"Regime",10324
9838,"Condescendência criminosa (art. 320)",9828
13681,"Empregados",13643
13682,"Cargo de Confiança",13648
9721,"Violação de direito autoral",9720
9868,"Condução de Embarcação ou Aeronave sob Efeito de Drogas",9858
9898,"Sigilo Telefônico",9847
9906,"Eleitorais",9847
11926,"Remoção",10083
12726,"Regularização de Contas Anuais",11747
10803,"Impugnação de mandato eletivo",10800
9931,"Tráfico de Influência em Transação Comercial Internacional",9929
10641,"Penas do Código Penal Militar",7942
1888,"Descontos Salariais - Devolução",2581
13313,"Termo de Conciliação Prévia ",12988
10435,"Acidente de Trânsito",10433
10727,"Gratificação de Inatividade",10718
10728,"Gratificação Extraordinária - GE",10718
11718,"Abuso - De Poder Econômico",11717
11702,"Garantias Eleitorais",11583
13382,"Contagem de Minutos Residuais ",2086
13187,"Imissão na Posse ",10670
13167,"Extinção Normal do Contrato a Termo ",2620
12052,"Impugnação - Nomeação de Membro da Junta Eleitoral",12049
11772,"Propaganda Política Partidária",11770
11606,"Inelegibilidade - Terceiro Mandato",11595
2019,"Fruição / Gozo ",2662
13372,"Categoria Profissional Diferenciada ",13155
13373,"Cessão entre Órgão / Empresa ",13112
11431,"Intervenção Indevida de Autoridade Junto à Mesa Receptora",11430
10051,"Ensino Fundamental e Médio",10028
11652,"Propaganda Política - Propaganda Eleitoral",11583
11719,"Abuso - De Poder Político/Autoridade",11717
2055,"Gratificação",2581
11644,"Eleições - Anulação de Eleições",11583
7632,"Trabalhador Eventual",7628
14012,"Acidente de Trabalho",14009
14018,"Assédio Moral",14010
11643,"Eleições - 2° Turno",11583
13922,"Diferenças por Desvio de Função",13858
13955,"Dispensas Plúrimas",13949
11843,"Pessoas com deficiência",9986
13963,"Morte",13949
13965,"Pedido de Demissão",13949
13736,"Transferência",13710
13719,"FGTS",13707
13769,"Horas Extras",13764
14056,"FGTS",14046
9912,"Militares",9847
13487,"Nulidade ",1904
12006,"Evasão Escolar",9964
11563,"Afastamento de Magistrado",11562
11566,"Servidor",11557
11442,"Perturbação ou Impedimento de Alistamento",11437
11600,"Inelegibilidade - Desincompatibilização",11595
11737,"Cautelar Inominada - Incidental",11734
10693,"Cargo em Comissão",10239
11436,"Fabricação, Aquisição, Fornecimento, Subtração ou Guarda de Materiais de Uso da Justiça Eleitoral",11430
7629,"Empreitada",7628
11432,"Não Observância de Chamamento de Eleitores para Votar",11430
13735,"Alteração/Revogação de Regulamento da Empresa",13710
13923,"Função de Confiança - Incorporação",13858
3405,"Crimes contra a inviolabilidade de domicílio",287
13924,"Integração em Verbas Rescisórias",13858
5924,"Incidência sobre Proventos de Previdência Privada",5917
11513,"Arregimentação de Eleitor ou Boca de Urna",11497
13434,"FGTS ",13237
11590,"Condição de Elegibilidade - Nacionalidade Brasileira",11585
11602,"Inelegibilidade - Parentesco",11595
5592,"Avaria",7784
11740,"Exceção - De Coisa Julgada",11739
10877,"Policiais Civis",10695
10903,"Incidência sobre desconto incondicional",5945
13134,"Pessoa com Deficiência ",13041
13446,"Gratificação de Caixa ",2055
13598,"Custas ",9050
2656,"Reintegração / Readmissão ou Indenização Substitutiva",2620
11839,"Posturas Municipais",11802
11519,"Inscrição Simultânea em Dois ou Mais Partidos",11517
13925,"Licença Prêmio",13858
13927,"Período de Afastamento - Reintegração",13858
11654,"Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som",11652
11831,"Controle Externo da atividade policial",9985
10533,"Incidência sobre Auxílio-creche",5917
10015,"Fiscalização",9997
10710,"Adicional de Etapa Alimentar",10667
13729,"Contrato Temporário",13708
11386,"Advertência",10688
13252,"Perempção ",8942
12969,"Decadência ",12942
10681,"Aposentadoria / Pensão Especial",10213
11465,"Utilização de Veículos e Embarcações Públicas em Campanha Eleitoral",11437
10397,"Sanitárias",10395
13928,"Piso Salarial da Categoria/Salário Mínimo Profissional",13858
13929,"Plano de Cargos e Salários",13858
13930,"Promoção",13858
13931,"Reajuste Salarial",13858
13406,"Dispensa / Rescisão do Contrato de Trabalho ",13044
14928,"Indulto",7791
11781,"Objetos de cartas precatórias cíveis/de ordem",8826
14046,"Prescrição",12942
14047,"Ação Meramente Declaratória",14046
14048,"Acidente de trabalho",14046
14049,"Alteração Contratual",14046
14050,"Complementação de Aposentadoria/Pensão",14046
13226,"Menor ",13041
7793,"Medidas de Segurança",7942
11938,"Provimento de Cargos",10220
1146,"DIREITO MARÍTIMO",1
11703,"Habeas Corpus",1209
1773,"Contribuição Sindical",1697
11562,"Magistrado",11557
13411,"Doença Ocupacional ",1855
13145,"Dupla Fundamentação da Decisão Rescindenda ",13043
13363,"Bem de Família ",13189
14160,"Política Pública de Preços",10502
13212,"Julgamento Extra / Ultra / Citra Petita ",8919
9655,"Contra a Honra",9634
2583,"Abono",2581
10078,"Radiodifusão",10073
5278,"Artistas",7644
4263,"Ação Penal",1209
4442,"Restituição / Indenização de Despesa",2581
13414,"Empregados ",5276
13412,"Eleição ",13112
14121,"Moratórios Comuns",8826
10396,"Ambiental",10395
4452,"Representação Sindical",1697
12988,"Execução de Título Extrajudicial ",9148
5280,"Bancários",7644
5281,"Cabineiros de Elevador",7644
12997,"Incêndio Boate Kiss ",12945
11471,"Omissão no Recebimento e Registro de Protestos, bem como, de sua Remessa à Instância Superior ",11467
9734,"Contra o sentimento religioso e contra o respeito aos mortos",9634
9932,"Contra a Administração da Justiça",9634
12462,"Correição extraordinária",12460
10415,"Limites dos Poderes de Investigação",10412
10049,"Sistemas de cotas - Lei 10.558/2002",10029
11648,"Pesquisa Eleitoral",11583
7664,"Dissolução",5808
13105,"Comprovação de Repasse de Contribuição ",13016
13445,"Gratificação de Aposentadoria ",2055
9713,"Duplicata Simulada",9674
14743,"Protesto de CDA",4949
12365,"Enquete",11583
13160,"Espontânea ",2622
13449,"Gratificação de Férias ",2055
13450,"Gratificação Semestral ",2055
10696,"Professor",10695
10089,"Bens Públicos",10088
8883,"Órgãos Judiciários e Auxiliares da Justiça",8826
10037,"Colisão de Horário",10029
4951,"Anulação",4949
9914,"Contravenções Penais",9634
13316,"Trabalhador Voluntário ",7628
4969,"Cédula Hipotecária",7717
13276,"Receitas Sindicais ",13016
13278,"Reforço de Penhora ",9163
9633,"DIREITO DA CRIANÇA E DO ADOLESCENTE",1
12589,"Apuração de Irregularidade no Serviço Público",10279
5193,"Engajamento e Profissionais Marítimos",7783
5196,"Aluguel de Embarcações (Fretamento E Carta Partida)",7783
13498,"Pensão Vitalícia ",8808
5284,"Engenheiro, Arquiteto e Engenheiro Agrônomo",7644
13280,"Registro de Entidade Sindical ",13016
13282,"Pessoa Jurídica de Direito Público ",9024
11478,"Obtenção de Acesso a Sistema de Dados Eleitorais",11467
13279,"Regime Jurídico - Mudança ",10568
9880,"Contra a Flora",9878
5804,"Investigação de Paternidade",10577
10712,"Gratificação por Trabalho Educacional - GTE",10667
13290,"Responsabilidade ",12975
13283,"Relações Públicas ",7644
10072,"Sistema Nacional do Desporto",10028
7677,"Reconhecimento / Dissolução",7656
13292,"Pressupostos Extrínsecos ",9098
13297,"Seguro-Garantia Judicial ",9163
13055,"Agência e Distribuição ",9580
